epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,468.158,2.21146,4.76664,1.35887,0.85056,0.33879,0.35988,0.17081,2.04856,4.49666,1.29113,0.00120491,0.00120491,0.00120491
58,475.776,2.21914,4.43445,1.28858,0.85056,0.33879,0.35988,0.17081,2.04856,4.49666,1.29113,0.00119666,0.00119666,0.00119666
59,482.957,2.37656,4.94519,1.4007,0.85056,0.33879,0.35988,0.17081,2.04856,4.49666,1.29113,0.0011884,0.0011884,0.0011884
60,490.13,2.01239,4.49948,1.29214,0.85056,0.33879,0.35988,0.17081,2.04856,4.49666,1.29113,0.00118015,0.00118015,0.00118015
61,498.563,2.24666,4.67225,1.31672,0.77164,0.30635,0.24991,0.08459,2.36757,5.60063,1.45384,0.0011719,0.0011719,0.0011719
62,505.97,2.53988,5.33941,1.30671,0.77164,0.30635,0.24991,0.08459,2.36757,5.60063,1.45384,0.00116365,0.00116365,0.00116365
63,513.513,2.26096,4.82084,1.37052,0.77164,0.30635,0.24991,0.08459,2.36757,5.60063,1.45384,0.0011554,0.0011554,0.0011554
64,521.352,2.24888,5.09115,1.37579,0.77164,0.30635,0.24991,0.08459,2.36757,5.60063,1.45384,0.00114715,0.00114715,0.00114715
65,528.416,2.29071,5.01764,1.32775,0.77164,0.30635,0.24991,0.08459,2.36757,5.60063,1.45384,0.00113889,0.00113889,0.00113889
66,536.318,2.15956,4.73473,1.35526,0.79736,0.28337,0.27254,0.08673,2.33673,5.60498,1.48838,0.00113064,0.00113064,0.00113064
67,544.729,2.06547,4.51668,1.33378,0.79736,0.28337,0.27254,0.08673,2.33673,5.60498,1.48838,0.00112239,0.00112239,0.00112239
68,553.16,2.16327,4.404,1.29017,0.79736,0.28337,0.27254,0.08673,2.33673,5.60498,1.48838,0.00111414,0.00111414,0.00111414
69,560.769,2.03455,4.46459,1.31455,0.79736,0.28337,0.27254,0.08673,2.33673,5.60498,1.48838,0.00110589,0.00110589,0.00110589
70,568.541,2.18249,4.62936,1.33469,0.79736,0.28337,0.27254,0.08673,2.33673,5.60498,1.48838,0.00109764,0.00109764,0.00109764
71,576.79,2.28821,4.84162,1.42549,0.79736,0.28337,0.27254,0.08673,2.33673,5.60498,1.48838,0.00108938,0.00108938,0.00108938
72,584.223,2.07019,4.78915,1.37392,0.87785,0.33042,0.3664,0.14627,2.08586,4.59512,1.39045,0.00108113,0.00108113,0.00108113
73,591.368,2.13623,4.53876,1.36866,0.87785,0.33042,0.3664,0.14627,2.08586,4.59512,1.39045,0.00107288,0.00107288,0.00107288
74,599.996,2.19107,4.59987,1.37822,0.87785,0.33042,0.3664,0.14627,2.08586,4.59512,1.39045,0.00106463,0.00106463,0.00106463
75,607.996,2.03015,5.25794,1.32751,0.87785,0.33042,0.3664,0.14627,2.08586,4.59512,1.39045,0.00105638,0.00105638,0.00105638
76,615.305,2.19257,4.89751,1.38155,0.87785,0.33042,0.3664,0.14627,2.08586,4.59512,1.39045,0.00104813,0.00104813,0.00104813
